병원명,소재지,평가등급,종별,lat,lon
서울명문치과의원,"강원특별자치도 원주시 시청로 528, 202,203호 (관설동)",일반병원,치과의원,37.3422,127.9201
서울성모정신건강의학과의원,"강원특별자치도 원주시 만대공원길 59, 3층 303호 (무실동)",일반병원,의원,37.3394396435042,127.924696444815
서울수려한치과의원,"강원특별자치도 원주시 능라동길 61, 207호 (무실동)",일반병원,치과의원,37.3341493273774,127.931233204873
서울수치과의원,"강원특별자치도 원주시 혁신로 53, 5층 504호 (반곡동)",일반병원,치과의원,37.323498978735,127.979991799634
서울에이스치과의원,"강원특별자치도 원주시 태장둔치길 55, 2층 (태장동)",일반병원,치과의원,37.3839794202012,127.953565212627
서울열린치과의원,"강원특별자치도 원주시 시청로 96, 영신프라자 3층 303호 (무실동)",일반병원,치과의원,37.336183500076,127.928483818728
서울외과의원,"강원특별자치도 원주시 원일로 169, (학성동)",⭐ 1등급 우수병원,의원,37.3531251463593,127.945905705412
서울윤치과의원,"강원특별자치도 원주시 단구로 360, 2층 (단구동)",일반병원,치과의원,37.3239980324911,127.957578260618
서울이내과의원,"강원특별자치도 원주시 서원대로 410, 401~403호 (단구동, 한솔프라자)",⭐ 1등급 우수병원,의원,37.3422,127.9201
서울인성치과의원,"강원특별자치도 원주시 흥업면 남원로 57, 3, 4층",일반병원,치과의원,37.3422,127.9201
서울탑마취통증의학과의원,"강원특별자치도 원주시 중앙시장길 32, 1,2층 일부호 (중앙동)",일반병원,의원,37.3505774216068,127.950331859003
서울토론토치과의원,"강원특별자치도 원주시 혁신로 262, 2층, 3층 (반곡동)",일반병원,치과의원,37.3315459873882,127.991107729734
서울튼튼신경외과의원,"강원특별자치도 원주시 중앙시장길 11, 2층 (중앙동, 자유시장 1블럭 1호)",⭐ 1등급 우수병원,의원,37.3502279348979,127.948624502039
서울플란트치과의원,"강원특별자치도 원주시 지정면 신지정로 266, 401호",일반병원,치과의원,37.3785374579876,127.870584943717
서울황내과의원,"강원특별자치도 원주시 능라동길 59, 603,604호 (무실동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
서이비인후과의원,"강원특별자치도 원주시 남원로 671, 3층 (명륜동)",⭐ 1등급 우수병원,의원,37.3424313657953,127.954446009061
선율당한의원,"강원특별자치도 원주시 치악로 1507, (관설동)",일반병원,한의원,37.3191772313955,127.966333609519
세명치과의원,"강원특별자치도 원주시 행구로 67, 2층 (봉산동)",일반병원,치과의원,37.3418920049226,127.96466805307
세브란스치과의원,"강원특별자치도 원주시 원일로115번길 13, (일산동)",일반병원,치과의원,37.3493004642127,127.947509747085
세진한의원,"강원특별자치도 원주시 남원로 592, (명륜동)",일반병원,한의원,37.3362592906405,127.95030161663
세한치과의원,"강원특별자치도 원주시 문막읍 문막시장1길 27, 3층",일반병원,치과의원,37.3070005765194,127.816980542546
센텀플란트치과의원,"강원특별자치도 원주시 능라동길 70, 2층 203~206호 (무실동)",일반병원,치과의원,37.3337998324689,127.930202082473
센트럴병원,"강원특별자치도 원주시 백간길 95, (단계동)",⭐ 1등급 우수병원,병원,37.3522276721417,127.934136434301
셀레스의원,"강원특별자치도 원주시 봉화로 16, 3층 (단계동)",일반병원,의원,37.345982766221,127.928816302539
소나무한의원,"강원특별자치도 원주시 평원로 58, 2층 (평원동)",일반병원,한의원,37.3511525587089,127.951325521679
소망의원,"강원특별자치도 원주시 중앙로 136, 2층 (중앙동)",⭐ 1등급 우수병원,의원,37.3510094870323,127.949631582035
소초면보건지소,"강원특별자치도 원주시 소초면 치악로 2790, (소초면)",일반병원,보건지소,37.4178781982841,128.002770146827
소초함께의원,"강원특별자치도 원주시 소초면 송황유사길 3, 1층",⭐ 1등급 우수병원,의원,37.3816187698726,127.974186979081
속시원한내과의원,"강원특별자치도 원주시 로아노크로 74, 501호, 502호 (무실동)",⭐ 1등급 우수병원,의원,37.3389516353759,127.923454144867
손경수내과의원,"강원특별자치도 원주시 남원로 665, 1층일부,2,3,4층 (명륜동)",⭐ 1등급 우수병원,의원,37.3420658602763,127.954073836369
손안과의원,"강원특별자치도 원주시 서원대로 170, 재영빌딩 6층 (단계동)",⭐ 1등급 우수병원,의원,37.3439198006648,127.930277592416
송광선내과의원,"강원특별자치도 원주시 문막읍 문막시장1길 14, (문막읍)",⭐ 1등급 우수병원,의원,37.308089255795,127.817204157734
송내과의원,"강원특별자치도 원주시 원일로115번길 5, 4층 (일산동, 홍제빌딩)",⭐ 1등급 우수병원,의원,37.3495693837124,127.948008015725
수연한의원,"강원특별자치도 원주시 모란1길 75, 201호 (우산동)",일반병원,한의원,37.3617350938683,127.932558175596
숲이비인후과의원,"강원특별자치도 원주시 서원대로 170, 재영빌딩 3, 4, 5층 (단계동)",⭐ 1등급 우수병원,의원,37.3439198006648,127.930277592416
숲한의원,"강원특별자치도 원주시 원문로137번길 46, 1층 (단계동)",일반병원,한의원,37.3530536219868,127.931496490689
스마일연세의원,"강원특별자치도 원주시 서원대로 502, 2층 (단구동, 골드프라자)",⭐ 1등급 우수병원,의원,37.3249569848727,127.95832152018
스마일치과의원,"강원특별자치도 원주시 문막읍 문막시장1길 10, (문막읍)",일반병원,치과의원,37.3082711155017,127.81730335858
스카이치과의원,"강원특별자치도 원주시 원일로 57, 4층 (원동, 마노벨라빌딩)",일반병원,치과의원,37.3472553596945,127.951710163928
스토리치과의원,"강원특별자치도 원주시 능라동길 61, (무실동)",일반병원,치과의원,37.3341493273774,127.931233204873
승산한의원,"강원특별자치도 원주시 예술관길 4, 2층 (명륜동)",일반병원,한의원,37.3345060737204,127.943656113083
신림면보건지소,"강원특별자치도 원주시 신림면 치악로 32, (신림면)",일반병원,보건지소,37.3422,127.9201
신림연세의원,"강원특별자치도 원주시 신림면 치악로 9, 2층",⭐ 1등급 우수병원,의원,37.2295574152667,128.081460853303
신샘내과의원,"강원특별자치도 원주시 원일로115번길 12, 3층 (일산동, 서진빌딩)",⭐ 1등급 우수병원,의원,37.3496295550596,127.947413889577
신선한의원,"강원특별자치도 원주시 소초면 간촌길 130, 1층",일반병원,한의원,37.4333927492729,127.989738105689
신원주한방병원,"강원특별자치도 원주시 지정면 신지정로 190-0,  5~6층",일반병원,한방병원,37.3743119903303,127.875864511013
신월랑한의원,"강원특별자치도 원주시 고문골길 21, 1층 (행구동)",일반병원,한의원,37.3421160477519,128.003691612521
신준현신경과의원,"강원특별자치도 원주시 능라동길 35, 베르뉴시티 3층 301호,302호 (무실동)",⭐ 1등급 우수병원,의원,37.333762881257,127.928528833432
신중한의원,"강원특별자치도 원주시 문막읍 동화택지길 3-25, 1층",일반병원,한의원,37.324475858946,127.829590155434
신호드림치과의원,"강원특별자치도 원주시 치악로 1965, (태장동)",일반병원,치과의원,37.3564737237383,127.956200143228
신희경산부인과의원,"강원특별자치도 원주시 서원대로 158, 2층 (단계동)",⭐ 1등급 우수병원,의원,37.3440570654256,127.929194558387
아나파마취통증의학과의원,"강원특별자치도 원주시 봉화로 22, 302호 (단계동, 더파크타워)",⭐ 1등급 우수병원,의원,37.3462449926799,127.928765814001
아름다운산부인과의원,"강원특별자치도 원주시 봉화로 10, 2층 (단계동)",⭐ 1등급 우수병원,의원,37.3453850914401,127.928615170885
아이온가족치과의원,"강원특별자치도 원주시 반곡초교로 78-6, 201, 202, 203호 (반곡동)",일반병원,치과의원,37.3422,127.9201
아이조아치과의원,"강원특별자치도 원주시 입춘로 110, 207, 208호 (반곡동)",일반병원,치과의원,37.3422,127.9201
아이튼튼소아청소년과의원,"강원특별자치도 원주시 서원대로 406, 5층 504,505호 (단구동)",⭐ 1등급 우수병원,의원,37.3301957031794,127.94969041566
아이편한소아청소년과의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 1층 104호 (단구동)",일반병원,의원,37.321447947226,127.955302755257
아침한의원,"강원특별자치도 원주시 남원로 528, 1층 (단구동, kt링커스건물)",일반병원,한의원,37.3311308856919,127.94714586928
안아픈세상의원,"강원특별자치도 원주시 판부면 남원로 380-1, (판부면)",일반병원,의원,37.3196687051222,127.940075965344
안흥한의원,"강원특별자치도 원주시 북원로 2684, (태장동)",일반병원,한의원,37.3829877694118,127.947436344664
암오케이 요양병원,"강원특별자치도 원주시 신림면 용소막길 20-1, (신림면)",일반병원,요양병원,37.2158848097204,128.088124293399
앨리스의원,"강원특별자치도 원주시 치악로 1786, 3층 (개운동, 양문 153빌딩)",⭐ 1등급 우수병원,의원,37.3418353072137,127.955813515776
양상묵한의원,"강원특별자치도 원주시 남원로 528-13, (단구동)",일반병원,한의원,37.330460582218,127.948119533765
어진한의원,"강원특별자치도 원주시 시청로 555, (관설동)",일반병원,한의원,37.3172292893295,127.967929649792
엄재동정형외과의원,"강원특별자치도 원주시 남원로534번길 10, 3층 (단구동)",⭐ 1등급 우수병원,의원,37.3309492348525,127.947653361899
에벤에셀치과의원,"강원특별자치도 원주시 시청로 555, 2층 (관설동, 청어람빌딩)",일반병원,치과의원,37.3172292893295,127.967929649792
에이플치과의원,"강원특별자치도 원주시 백간길 25, 2층 (단계동)",일반병원,치과의원,37.3520835008391,127.926301363813
엔치과의원,"강원특별자치도 원주시 남원로 669, 2층 (명륜동)",일반병원,치과의원,37.3423361178413,127.954291216581
여민한의원,"강원특별자치도 원주시 행구로 69, 1층 (봉산동)",일반병원,한의원,37.3419431663104,127.964857727796
연규홍소아청소년과의원,"강원특별자치도 원주시 남원로534번길 26, 3층 (단구동, 중앙빌딩)",⭐ 1등급 우수병원,의원,37.3301692352382,127.94904773884
연세 혁신내과의원,"강원특별자치도 원주시 혁신로 53, (반곡동)",⭐ 1등급 우수병원,의원,37.323498978735,127.979991799634
연세고운맘소아청소년과의원,"강원특별자치도 원주시 시청로 86, 203호 (무실동, 부영골든빌)",⭐ 1등급 우수병원,의원,37.3361806294138,127.92782762108
연세굿모닝내과의원,"강원특별자치도 원주시 행구로 148, 3층 (행구동)",⭐ 1등급 우수병원,의원,37.3417148743283,127.972513317756
연세그린내과의원,"강원특별자치도 원주시 원문로 106, 3층 (단계동, 선암빌딩)",⭐ 1등급 우수병원,의원,37.3570221117916,127.935554140567
연세나비이비인후과의원,"강원특별자치도 원주시 지정면 신지정로 316-2, 2층",⭐ 1등급 우수병원,의원,37.3820252634634,127.872925216815
연세남부내과의원,"강원특별자치도 원주시 남원로 667, 2층 (명륜동)",일반병원,의원,37.3421528894661,127.95415291564
연세남부정형외과의원,"강원특별자치도 원주시 치악로 1788, (개운동, 동원주새마을금고)",⭐ 1등급 우수병원,의원,37.3420917699368,127.955708319278
연세늘내과이비인후과의원,"강원특별자치도 원주시 능라동길 61, 205,506호 (무실동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
연세대학교 원주세브란스기독병원,"강원특별자치도 원주시 일산로 20-0,  (일산동)",⭐ 1등급 우수병원,상급종합,37.3491165410267,127.946725775439
연세맑은내과의원,"강원특별자치도 원주시 남원로 528-31, 신세계프라자 303,304,305,306,307,308호 (단구동)",⭐ 1등급 우수병원,의원,37.3295123456948,127.949785165284
연세메디컬의원,"강원특별자치도 원주시 시청로 70, (무실동)",⭐ 1등급 우수병원,의원,37.3373692240219,127.926414009014
연세메디하임병원,"강원특별자치도 원주시 문막읍 원문로 1419-0, 연세메디하임병원",⭐ 1등급 우수병원,병원,37.3261723564579,127.84514858382
연세명인병원,"강원특별자치도 원주시 평원로 100-0,  (학성동)",⭐ 1등급 우수병원,병원,37.3534838119912,127.948821906344
연세문막치과의원,"강원특별자치도 원주시 문막읍 건등로 70, 2층 205호",일반병원,치과의원,37.3153412639371,127.823500710662
연세민내과의원,"강원특별자치도 원주시 중앙로 86, 4층 (중앙동, 세븐스타빌딩)",⭐ 1등급 우수병원,의원,37.3488939209264,127.951798563167
연세바른치과의원,"강원특별자치도 원주시 능라동길 27, 305~306호 (무실동)",일반병원,치과의원,37.3422,127.9201
연세본비뇨기과의원,"강원특별자치도 원주시 시청로 84, 3층 301호 (무실동, 애드피아)",⭐ 1등급 우수병원,의원,37.3363821562604,127.928072254541
연세본정형외과마취통증의학과의원,"강원특별자치도 원주시 영랑길 14-2, 401.402-2호 (행구동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
연세봄산부인과의원,"강원특별자치도 원주시 시청로 98, (무실동)",⭐ 1등급 우수병원,의원,37.3359528201159,127.928750890632
연세봄이비인후과의원,"강원특별자치도 원주시 영랑길 2, 201, 301호 (행구동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
연세봄재활의학과의원,"강원특별자치도 원주시 무실로 113, 원동프라자 2층, 3층 (원동)",⭐ 1등급 우수병원,의원,37.3440343814156,127.943714741464
연세부부치과의원,"강원특별자치도 원주시 모란1길 79, 2층 (우산동)",일반병원,치과의원,37.3617871234416,127.932324259179
연세사랑나눔치과의원,"강원특별자치도 원주시 모란1길 86, 2층 202~206호 (우산동)",일반병원,치과의원,37.3625701512976,127.932041928965
연세소울정신건강의학과의원,"강원특별자치도 원주시 능라동길 3, (무실동, 5층 501호)",일반병원,의원,37.3315842149544,127.926178565285
연세수비뇨기과의원,"강원특별자치도 원주시 서원대로 163, (단계동)",⭐ 1등급 우수병원,의원,37.3444993346426,127.929771829735
연세순풍산부인과의원,"강원특별자치도 원주시 장미공원길 43-6, (단계동)",⭐ 1등급 우수병원,의원,37.3465735319131,127.930217566867
연세스카이치과의원,"강원특별자치도 원주시 단구로 395, 2층 (단구동)",일반병원,치과의원,37.3216665568537,127.956080241427
연세시원한외과의원,"강원특별자치도 원주시 능라동길 27, SK타워 404~406호 (무실동)",⭐ 1등급 우수병원,의원,37.3333066753789,127.928050325149
연세아이편한치과의원,"강원특별자치도 원주시 능라동길 51, 617호 (무실동)",일반병원,치과의원,37.3348395414332,127.930150473737
연세안과의원,"강원특별자치도 원주시 원일로 119, 2층 (일산동)",일반병원,의원,37.3502114484241,127.947949953479
연세열린내과의원,"강원특별자치도 원주시 백간길 25, 2층 (단계동)",⭐ 1등급 우수병원,의원,37.3520835008391,127.926301363813
연세오케이정형외과의원,"강원특별자치도 원주시 서원대로 402, 대신프라자 5층 (단구동)",⭐ 1등급 우수병원,의원,37.3304700659504,127.949352556031
연세요양병원,"강원특별자치도 원주시 남원로 631, (명륜동)",일반병원,요양병원,37.3397626942155,127.951852689419
연세이명규내과의원,"강원특별자치도 원주시 치악로 1791, 3층 (개운동)",⭐ 1등급 우수병원,의원,37.3420627589902,127.955072277841
연세이비인후과의원,"강원특별자치도 원주시 봉화로 12, (단계동)",⭐ 1등급 우수병원,의원,37.3456049368642,127.928649364625
연세이안치과의원,"강원특별자치도 원주시 영랑길 2, 302호 (행구동)",일반병원,치과의원,37.3414201707844,127.971272600517
연세이튼치과의원,"강원특별자치도 원주시 양지로 80, 403호, 404호 (반곡동)",일반병원,치과의원,37.327963454832,127.986200878625
연세임유리내과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 6층",⭐ 1등급 우수병원,의원,37.3823882387596,127.873210794528
연세장상민재활의학과의원,"강원특별자치도 원주시 문막읍 문막시장1길 39, 2~3층",⭐ 1등급 우수병원,의원,37.3422,127.9201
연세준내과의원,"강원특별자치도 원주시 서원대로 162, (단계동)",⭐ 1등급 우수병원,의원,37.3438737236932,127.929353676212
연세준재활의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 6,7층",⭐ 1등급 우수병원,의원,37.3422,127.9201
연세지안비뇨의학과의원,"강원특별자치도 원주시 능라동길 70, 4층 405,406호 (무실동)",⭐ 1등급 우수병원,의원,37.3337998324689,127.930202082473
연세참외과의원,"강원특별자치도 원주시 서원대로 392, 3층 (단구동)",⭐ 1등급 우수병원,의원,37.3310190155411,127.948401297225
연세치과의원,"강원특별자치도 원주시 무실로 182, 원주원예농협하나로클럽 2층 (단계동)",일반병원,치과의원,37.3414543848242,127.939264366042
연세키즈 소아청소년과의원,"강원특별자치도 원주시 서원대로 402, 3층 (단구동, 대신프라자)",⭐ 1등급 우수병원,의원,37.3304700659504,127.949352556031
연세탑이비인후과의원,"강원특별자치도 원주시 혁신로 55, 207호 (반곡동)",⭐ 1등급 우수병원,의원,37.3234429803298,127.980432424606
연세탑치과의원,"강원특별자치도 원주시 지정면 신지정로 322, 4층 401,411호",일반병원,치과의원,37.3824972408881,127.872383190291
연세프라임안과의원,"강원특별자치도 원주시 원일로 89, 대림빌딩 2층 (일산동)",일반병원,의원,37.3486362609853,127.949800205579
연세프라임치과의원,"강원특별자치도 원주시 서원대로 406, 4층 (단구동, 리더스타워)",일반병원,치과의원,37.3301957031794,127.94969041566
연세플러스비뇨의학과의원,"강원특별자치도 원주시 원일로115번길 12, 7층 (일산동)",⭐ 1등급 우수병원,의원,37.3496295550596,127.947413889577
연세피부과의원,"강원특별자치도 원주시 원일로 111, 2,3층 (일산동)",일반병원,의원,37.3422,127.9201
연우치과의원,"강원특별자치도 원주시 무실로12번길 24, 2층 (일산동)",일반병원,치과의원,37.3496491678346,127.948317012833
연희영상의학과의원,"강원특별자치도 원주시 북원로 2235-6, 4층 (단계동, 남원주타워)",일반병원,의원,37.3457671982639,127.931572474416
영광병원,"강원특별자치도 원주시 오리현길 236-0, (행구동)",일반병원,병원,37.3358904358438,127.991975107406
영광의원,"강원특별자치도 원주시 우산초교길 22, (우산동)",⭐ 1등급 우수병원,의원,37.3676036378958,127.938662455113
예그린한의원,"강원특별자치도 원주시 서원대로 174, 2층 (단계동)",일반병원,한의원,37.3438785691173,127.930731422299
예사랑산부인과의원,"강원특별자치도 원주시 원일로 120, 6층 (중앙동, 중앙빌딩)",⭐ 1등급 우수병원,의원,37.3503178255469,127.948470788427
예스치과의원,"강원특별자치도 원주시 원일로 93, (일산동)",일반병원,치과의원,37.3488269987187,127.949564928848
예인한의원,"강원특별자치도 원주시 단관길 129, (관설동)",일반병원,한의원,37.320188386004,127.960173637324
오드리의원,"강원특별자치도 원주시 능라동길 51, 시네시티타워 3층 302,303,304호 (무실동)",⭐ 1등급 우수병원,의원,37.3348395414332,127.930150473737
오렌지가정의원,"강원특별자치도 원주시 봉화로 1, (단계동)",⭐ 1등급 우수병원,의원,37.345730271733,127.927649555629
오복치과의원,"강원특별자치도 원주시 무실로 122, (원동)",일반병원,치과의원,37.3436845594944,127.942851569479
오스정형외과의원,"강원특별자치도 원주시 북원로 2235-4, 1,2층 118호, 201~7호호 (단계동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
오은경소아청소년과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 5층 502호 (행구동)",⭐ 1등급 우수병원,의원,37.3409743912269,127.971707411453
오케이치과의원,"강원특별자치도 원주시 혁신로 37-3, 303, 305호 (반곡동)",일반병원,치과의원,37.3422,127.9201
오킴스의원,"강원특별자치도 원주시 남원로 589-5, (명륜동)",⭐ 1등급 우수병원,의원,37.3363511678896,127.94905882962
온유가정의학과의원,"강원특별자치도 원주시 지정면 신지정로 216, 402, 403호",⭐ 1등급 우수병원,의원,37.3422,127.9201
우리가정의원,"강원특별자치도 원주시 나비허리길 169, 2층 (관설동)",⭐ 1등급 우수병원,의원,37.3184997584565,127.965871540673
우리가족한의원,"강원특별자치도 원주시 단구로 404, (단구동)",일반병원,한의원,37.320894593004,127.955007617271
우리들성형외과의원,"강원특별자치도 원주시 서원대로 184, 4층 (단계동)",일반병원,의원,37.3438012062318,127.931688685127
우리들소아청소년과의원,"강원특별자치도 원주시 감영길 11, (일산동)",⭐ 1등급 우수병원,의원,37.3474401846047,127.950081159665
우리산부인과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 6,7층 (행구동)",⭐ 1등급 우수병원,의원,37.3409743912269,127.971707411453
우리아이소아청소년과의원,"강원특별자치도 원주시 단구로 388, 2층 (단구동)",⭐ 1등급 우수병원,의원,37.3221575997638,127.956013581878
우리안과의원,"강원특별자치도 원주시 시청로 31, 2~5층 601, 608~612호 (무실동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
우성애 여성의원,"강원특별자치도 원주시 남원로 589, (명륜동)",⭐ 1등급 우수병원,의원,37.3363276246451,127.949511358874
원더스의원,"강원특별자치도 원주시 서원대로 164, 3층 (단계동)",⭐ 1등급 우수병원,의원,37.3440031757029,127.929734790614
원의원,"강원특별자치도 원주시 우산로 42, (우산동)",⭐ 1등급 우수병원,의원,37.3680854990635,127.936683899861
원일치과의원,"강원특별자치도 원주시 남원로534번길 14, 2층 (단구동)",일반병원,치과의원,37.330767044682,127.948137940524
원주STM치과의원,"강원특별자치도 원주시 능라동길 63, 5층 502~503호 (무실동)",일반병원,치과의원,37.33376905667,127.930999001974
원주가온한의원,"강원특별자치도 원주시 서원대로 380, 3층 (단구동, 동보노빌리티타워)",일반병원,한의원,37.3316824967301,127.947514762169
원주교도소부속의원,"강원특별자치도 원주시 북원로 2155, (무실동)",일반병원,의원,37.3422,127.9201
원주김안과의원,"강원특별자치도 원주시 능라동길 70, 3층 306호 (무실동)",⭐ 1등급 우수병원,의원,37.3337998324689,127.930202082473
원주단구 오케이한의원,"강원특별자치도 원주시 단구로 398, 청솔3차아파트 상가2동 105호 (단구동)",일반병원,한의원,37.321447947226,127.955302755257
원주마디정형외과의원,"강원특별자치도 원주시 서원대로 502, 3층 (단구동, 골드프라자)",⭐ 1등급 우수병원,의원,37.3249569848727,127.95832152018
원주민중요양병원,"강원특별자치도 원주시 북원로 2636, (태장동)",일반병원,요양병원,37.378607865214,127.946412871556
원주밝은안과의원,"강원특별자치도 원주시 서원대로 406, 5층 (단구동, 리더스타워)",⭐ 1등급 우수병원,의원,37.3301957031794,127.94969041566
원주불로병원,"강원특별자치도 원주시 평원로 165-0,  (학성동)",⭐ 1등급 우수병원,병원,37.3562499803086,127.944462379583
원주샘치과의원,"강원특별자치도 원주시 치악로 1793, 3층 (개운동, 농협)",일반병원,치과의원,37.3422200889387,127.955059148758
원주성모병원,"강원특별자치도 원주시 소초면 치악로 2473, (소초면)",일반병원,병원,37.393666675646,127.984632080513
원주센텀병원,"강원특별자치도 원주시 능라동길 70-0, (무실동)",⭐ 1등급 우수병원,병원,37.3337998324689,127.930202082473
원주스노우의원,"강원특별자치도 원주시 능라동길 61, 9층 (무실동)",일반병원,의원,37.3341493273774,127.931233204873
원주시민의원,"강원특별자치도 원주시 남원로 645, 영광빌딩 2층 (명륜동)",일반병원,의원,37.3405941067535,127.952807478513
원주시보건소,"강원특별자치도 원주시 원일로 139, 3층 (일산동, 건강문화센터)",일반병원,보건소,37.3515496042529,127.946802942893
원주약선당한의원,"강원특별자치도 원주시 무실로 181, 1층 (명륜동)",일반병원,한의원,37.3406470307575,127.939589576577
원주연세병원,"강원특별자치도 원주시 원일로 230,  (학성동)",⭐ 1등급 우수병원,병원,37.3568337619792,127.943736601759
