병원명,소재지,평가등급,종별,lat,lon
원주연세의원,"강원특별자치도 원주시 흥업면 남원로 57, 2층",⭐ 1등급 우수병원,의원,37.3014274811235,127.919267592501
원주영상의학과의원,"강원특별자치도 원주시 능라동길 61, 정한빌딩  607~608호 (무실동)",⭐ 1등급 우수병원,의원,37.3341493273774,127.931233204873
원주우리병원,"강원특별자치도 원주시 북원로 2572, 2572",⭐ 1등급 우수병원,병원,37.3422,127.9201
원주웰치과의원,"강원특별자치도 원주시 시청로 80, 3층 301호 (무실동, 쎈터프라자)",일반병원,치과의원,37.3367918671355,127.927402509517
원주위대한내과의원,"강원특별자치도 원주시 능라동길 27, SK타워 504~506호 (무실동)",⭐ 1등급 우수병원,의원,37.3333066753789,127.928050325149
원주유디치과의원,"강원특별자치도 원주시 서원대로 162, 3층 (단계동)",일반병원,치과의원,37.3438737236932,127.929353676212
원주유앤항외과의원,"강원특별자치도 원주시 능라동길 51, 시네시티타워 401, 402호 (무실동)",일반병원,의원,37.3348395414332,127.930150473737
원주율치과의원,"강원특별자치도 원주시 남원로 550, 1,2층 (개운동)",일반병원,치과의원,37.3422,127.9201
원주의원,"강원특별자치도 원주시 원일로 176-1, (학성동)",일반병원,의원,37.3537288320859,127.946162488416
원주치과의원,"강원특별자치도 원주시 봉화로 31, 2층 (단계동)",일반병원,치과의원,37.3473408274248,127.928335900473
원주카톨릭병원,"강원특별자치도 원주시 남산로 199-0, 원주카톨릭병원",⭐ 1등급 우수병원,병원,37.3539354351958,127.941430576609
원주클라인치과의원,"강원특별자치도 원주시 봉화로 22, 더파크타워 3층 301호 (단계동)",일반병원,치과의원,37.3462449926799,127.928765814001
원주프라임병원,"강원특별자치도 원주시 남원로 556-0, 지하1~6층 (개운동)",⭐ 1등급 우수병원,병원,37.3335109019099,127.947974852681
원주함소아한의원,"강원특별자치도 원주시 서원대로 396, 306,307호 (단구동)",일반병원,한의원,37.3422,127.9201
원주효요양병원,"강원특별자치도 원주시 원일로 176-1,  (학성동)",일반병원,요양병원,37.3537288320859,127.946162488416
위즈팍서울정형외과의원,"강원특별자치도 원주시 봉화로 16, 2층 (단계동)",⭐ 1등급 우수병원,의원,37.345982766221,127.928816302539
위치과의원,"강원특별자치도 원주시 원문로 106, 4층 (단계동, 선암빌딩)",일반병원,치과의원,37.3570221117916,127.935554140567
유로진비뇨기과의원,"강원특별자치도 원주시 서원대로 184, 새동빌딩  2층 (단계동)",일반병원,의원,37.3438012062318,127.931688685127
유앤미치과의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 305,306호",일반병원,치과의원,37.3422,127.9201
유앤미한의원,"강원특별자치도 원주시 흥양로51번길 1, 2층 (태장동)",일반병원,한의원,37.3839877080173,127.952570458631
윤장운마취통증의학과의원,"강원특별자치도 원주시 중앙로 86, 5층 (중앙동, 세븐스타빌딩)",⭐ 1등급 우수병원,의원,37.3488939209264,127.951798563167
율산부인과의원,"강원특별자치도 원주시 능라동길 61, 8층 (무실동, 정한타워)",⭐ 1등급 우수병원,의원,37.3341493273774,127.931233204873
으뜸한의원,"강원특별자치도 원주시 중앙시장길 11, 2층 3-3호 (중앙동, 자유시장상가)",일반병원,한의원,37.3502279348979,127.948624502039
은행나무치과의원,"강원특별자치도 원주시 남원로 671, (명륜동)",일반병원,치과의원,37.3424313657953,127.954446009061
은행나무한의원,"강원특별자치도 원주시 문막읍 원문로 1883, (문막읍)",일반병원,한의원,37.3069996728518,127.815870837172
은혜한의원,"강원특별자치도 원주시 능라동길 82, 3층 (무실동)",일반병원,한의원,37.3327890223745,127.929259184524
의료법인 성지의료재단 성지병원,"강원특별자치도 원주시 원일로 22, 22",⭐ 1등급 우수병원,병원,37.3422,127.9201
의료법인삼산의료재단 삼산병원,"강원특별자치도 원주시 혁신로 5-0,  1동 (반곡동,세인트병원)",⭐ 1등급 우수병원,병원,37.326198829749,127.975214346551
의함다래평생한의원,"강원특별자치도 원주시 남산로 180, 대성빌딩 101호 (학성동)",일반병원,한의원,37.3521027374367,127.94081673572
이건내과의원,"강원특별자치도 원주시 시청로 84, 203호 (무실동, 애드피아상가)",⭐ 1등급 우수병원,의원,37.3363821562604,127.928072254541
이광훈내과의원,"강원특별자치도 원주시 평원로 76, 4,5층 (평원동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
이득수한의원,"강원특별자치도 원주시 지정면 신지정로 216, 601호",일반병원,한의원,37.3750262623281,127.873042796824
이로운치과의원,"강원특별자치도 원주시 영랑길 14-2, 201호 (행구동)",일반병원,치과의원,37.3409743912269,127.971707411453
이미영샘내과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재빌딩 2층 (행구동)",⭐ 1등급 우수병원,의원,37.3409743912269,127.971707411453
이사랑치과의원,"강원특별자치도 원주시 늘품로 187-58, 3층 312호 (단구동, 현대아카데미프라자)",일반병원,치과의원,37.3374093750079,127.964092324259
이상봉비뇨기과의원,"강원특별자치도 원주시 남원로 671, 2층,5층 (명륜동)",⭐ 1등급 우수병원,의원,37.3424313657953,127.954446009061
이상진안과의원,"강원특별자치도 원주시 북원로 2245, (단계동)",일반병원,의원,37.3462677003433,127.933321585711
이석원내과의원,"강원특별자치도 원주시 평원로 76, 201호 (평원동)",일반병원,의원,37.3519627278981,127.950283862352
이성문한의원,"강원특별자치도 원주시 치악로 1502, 2층 (단구동)",일반병원,한의원,37.3189702844,127.967379561555
이성우내과의원,"강원특별자치도 원주시 평원로 54, (평원동)",⭐ 1등급 우수병원,의원,37.3507433579981,127.951366405174
이스타치과의원,"강원특별자치도 원주시 백간길 74, (단계동, 라이프상가 201,202호)",일반병원,치과의원,37.3518101876421,127.931412392097
이신경정신과의원,"강원특별자치도 원주시 원일로 114, 2층 (중앙동)",일반병원,의원,37.3499877878517,127.94871831418
이앤이치과의원,"강원특별자치도 원주시 남원로 528-11, 2층 (단구동, 광덕빌딩)",일반병원,치과의원,37.3306066337834,127.947995901107
이영호치과의원,"강원특별자치도 원주시 원일로115번길 5, 3층 (일산동, 홍제빌딩)",일반병원,치과의원,37.3495693837124,127.948008015725
이용규내과의원,"강원특별자치도 원주시 무실로 178, 2층 (단계동, 원예농협하나로클럽)",⭐ 1등급 우수병원,의원,37.3422,127.9201
이재순내과의원,"강원특별자치도 원주시 원일로115번길 1, (일산동)",⭐ 1등급 우수병원,의원,37.3497931974077,127.948344443756
이진호이비인후과의원,"강원특별자치도 원주시 원일로 93, (일산동)",⭐ 1등급 우수병원,의원,37.3488269987187,127.949564928848
이편한치과의원,"강원특별자치도 원주시 로아노크로 74, 세이브타워 402호 (무실동)",일반병원,치과의원,37.3389516353759,127.923454144867
이하우신경외과의원,"강원특별자치도 원주시 치악로 1864, (봉산동)",⭐ 1등급 우수병원,의원,37.3474947855396,127.956219877564
이현주한의원,"강원특별자치도 원주시 귀래면 운계다둔길 113-7, (귀래면)",일반병원,한의원,37.200953118803,127.896577799075
이형준내과의원,"강원특별자치도 원주시 원일로 120, 3층 302호 (중앙동, 중앙빌딩)",⭐ 1등급 우수병원,의원,37.3503178255469,127.948470788427
인덕한의원,"강원특별자치도 원주시 남원로 589, 1층 (명륜동)",일반병원,한의원,37.3363276246451,127.949511358874
임수빈내과의원,"강원특별자치도 원주시 시청로 98, (무실동)",⭐ 1등급 우수병원,의원,37.3359528201159,127.928750890632
임연웅신경외과의원,"강원특별자치도 원주시 만대공원길 59, 3층 302호 (무실동)",⭐ 1등급 우수병원,의원,37.3394396435042,127.924696444815
자연과한의원 원주점,"강원특별자치도 원주시 능라동길 51, 4층 414~415호 (무실동)",일반병원,한의원,37.3348395414332,127.930150473737
장수뜸한의원,"강원특별자치도 원주시 서원대로 383, 한신프라자 4층 406,407호 (개운동)",일반병원,한의원,37.3319941887022,127.948567122909
재생한의원,"강원특별자치도 원주시 단구로 410, 세경5차아파트 상가동동 108,113호 (단구동)",일반병원,한의원,37.321827396553,127.951955512716
전찬일한의원,"강원특별자치도 원주시 남원로534번길 14, 4층 (단구동)",일반병원,한의원,37.330767044682,127.948137940524
전치과의원,"강원특별자치도 원주시 원일로 122-1, (중앙동)",일반병원,치과의원,37.3504837334147,127.94839906478
정내과의원,"강원특별자치도 원주시 단구로 353, 3층 (단구동)",⭐ 1등급 우수병원,의원,37.3243921154836,127.958425701305
정병원,"강원특별자치도 원주시 원문로 141, (단계동)",⭐ 1등급 우수병원,병원,37.3551943853405,127.932983232847
정성 한의원,"강원특별자치도 원주시 단구로 384-1, 1층 102호 (단구동)",일반병원,한의원,37.3224321410941,127.956258040855
정운기한의원,"강원특별자치도 원주시 시청로 80, 쎈터프라자 302,304,305호 (무실동)",일반병원,한의원,37.3367918671355,127.927402509517
정웅교비뇨기과의원,"강원특별자치도 원주시 원일로 106, (중앙동)",⭐ 1등급 우수병원,의원,37.3495515474219,127.949187285499
정직한치과의원,"강원특별자치도 원주시 무실로 170, (단계동)",일반병원,치과의원,37.3415257874959,127.940086898073
제로마취통증의학과의원,"강원특별자치도 원주시 서원대로 406, 303,304호 (단구동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
제민당한의원,"강원특별자치도 원주시 치악로 1594, 1층 (단구동)",일반병원,한의원,37.3251881750461,127.961365371648
제일의원,"강원특별자치도 원주시 중앙로 75, 1호 (중앙동)",⭐ 1등급 우수병원,의원,37.3482870781272,127.951700503142
조남천항맥외과의원,"강원특별자치도 원주시 서원대로 180, (단계동)",⭐ 1등급 우수병원,의원,37.343845207532,127.931318400248
조안과의원,"강원특별자치도 원주시 원일로115번길 12, 2층 (일산동)",일반병원,의원,37.3496295550596,127.947413889577
조은가정의원,"강원특별자치도 원주시 태장둔치길 41, (태장동)",⭐ 1등급 우수병원,의원,37.3837606112538,127.952028098379
좋은 마음 정신건강의학과 의원,"강원특별자치도 원주시 서원대로 162, 601호 (단계동)",일반병원,의원,37.3438737236932,127.929353676212
죠훈신경외과의원,"강원특별자치도 원주시 양지로 4, 3~5층 (반곡동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
준소아청소년과의원,"강원특별자치도 원주시 백간길 25, SG프라자 2층 (단계동)",⭐ 1등급 우수병원,의원,37.3520835008391,127.926301363813
중국한의원,"강원특별자치도 원주시 치악로 1657-1, 1~2층 (단구동)",일반병원,한의원,37.3305811329156,127.958674471683
중앙메디칼연합의원,"강원특별자치도 원주시 평원로 33, (중앙동)",⭐ 1등급 우수병원,의원,37.3493001231233,127.952130305497
중앙의원,"강원특별자치도 원주시 평원로 63, 2,5층 (중앙동)",⭐ 1등급 우수병원,의원,37.3422,127.9201
중앙정형외과의원,"강원특별자치도 원주시 학성철길 59, (학성동)",⭐ 1등급 우수병원,의원,37.3539467376129,127.948934956164
중앙치과의원,"강원특별자치도 원주시 원일로 104-1, (중앙동)",일반병원,치과의원,37.349523481195,127.949260290742
중앙플란트치과의원,"강원특별자치도 원주시 평원로 76, 3층 (평원동)",일반병원,치과의원,37.3519627278981,127.950283862352
중의한의원,"강원특별자치도 원주시 중앙로 70, (중앙동)",일반병원,한의원,37.3482517267732,127.95229786291
지선당한의원,"강원특별자치도 원주시 능라동길 51, 517, 518호 (무실동)",일반병원,한의원,37.3422,127.9201
지성정형외과의원,"강원특별자치도 원주시 문막읍 구암길 9, 스카이블루1 빌딩 1~4층",⭐ 1등급 우수병원,의원,37.318540933659,127.828945166365
지쉘의원,"강원특별자치도 원주시 지정면 기업도시로 6, 2층 203호",일반병원,의원,37.3785983574716,127.892618545971
지월한의원,"강원특별자치도 원주시 시청로 96, 영신프라자 2층 202호 (무실동)",일반병원,한의원,37.336183500076,127.928483818728
지정내과의원,"강원특별자치도 원주시 지정면 신지정로 266, 301,302호",⭐ 1등급 우수병원,의원,37.3422,127.9201
지정면보건지소,"강원특별자치도 원주시 지정면 간현로 126, (지정면)",일반병원,보건지소,37.3618543648466,127.840317348877
진제통의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",일반병원,의원,37.3245901380454,127.981605107004
진제통한의원,"강원특별자치도 원주시 양지로 26, 1층 106호 (반곡동)",일반병원,한의원,37.3245901380454,127.981605107004
차림한의원,"강원특별자치도 원주시 건강로 25, 101,102호 (반곡동)",일반병원,한의원,37.3422,127.9201
참좋은치과의원,"강원특별자치도 원주시 천사로 38, 2층 (단계동, 선제빌딩)",일반병원,치과의원,37.3476901709629,127.929846727687
창문외과의원,"강원특별자치도 원주시 이화6길 1, 3층 (단계동)",일반병원,의원,37.3435336393856,127.932256741648
천일한의원,"강원특별자치도 원주시 신림면 치악로 37, 1층",일반병원,한의원,37.2300536710873,128.077984332625
천정학내과의원,"강원특별자치도 원주시 남원로 528-11, 3층 (단구동, 광덕빌딩)",⭐ 1등급 우수병원,의원,37.3306066337834,127.947995901107
천진호치과의원,"강원특별자치도 원주시 능라동길 65, (무실동)",일반병원,치과의원,37.3335178750971,127.930733446289
청담심스성형외과의원,"강원특별자치도 원주시 남원로534번길 6, (단구동, 이룸빌딩)",⭐ 1등급 우수병원,의원,37.3311564342852,127.947488409267
총통한의원,"강원특별자치도 원주시 능라동길 59, 5층 (무실동, 정한프라자)",일반병원,한의원,37.3344235275605,127.930817739225
최경훈 내과의원,"강원특별자치도 원주시 원일로115번길 12, (일산동)",⭐ 1등급 우수병원,의원,37.3496295550596,127.947413889577
최동익성형외과의원,"강원특별자치도 원주시 서원대로 396, 3층 301호 (단구동)",일반병원,의원,37.3307257685245,127.948903433255
최영권치과의원,"강원특별자치도 원주시 무실로 8, 3층 (일산동, 명동프라자)",일반병원,치과의원,37.3489773072278,127.94894463266
최원규소아청소년과의원,"강원특별자치도 원주시 원일로115번길 5, (일산동)",⭐ 1등급 우수병원,의원,37.3495693837124,127.948008015725
최한의원,"강원특별자치도 원주시 문막읍 건등로 10-19, 문호빌딩 2층",일반병원,한의원,37.3108781965,127.819373985753
최해천성형외과의원,"강원특별자치도 원주시 남원로 622, (개운동)",일반병원,의원,37.3386036355992,127.952022559334
치과명작치과의원,"강원특별자치도 원주시 서원대로 396, 스타월드 2층 (단구동)",일반병원,치과의원,37.3307257685245,127.948903433255
치과의정석치과의원,"강원특별자치도 원주시 능라동길 59, (무실동)",일반병원,치과의원,37.3344235275605,127.930817739225
치악산한의원,"강원특별자치도 원주시 소초면 서동로 46, (소초면)",일반병원,한의원,37.4395747188215,128.061261924992
퀸스영상의학과의원,"강원특별자치도 원주시 무실로12번길 24, 3층 (일산동)",일반병원,의원,37.3496491678346,127.948317012833
키노인터네셔널치과의원,"강원특별자치도 원주시 원일로 120, 4, 5층 (중앙동)",일반병원,치과의원,37.3422,127.9201
키다리소아청소년과의원,"강원특별자치도 원주시 지정면 신지정로 316-1, 302,303호",⭐ 1등급 우수병원,의원,37.3422,127.9201
키즈메디소아청소년과의원,"강원특별자치도 원주시 능라동길 61, (무실동)",⭐ 1등급 우수병원,의원,37.3341493273774,127.931233204873
킴스주니어치과의원,"강원특별자치도 원주시 무실로 169, 2,3층 (명륜동)",일반병원,치과의원,37.3422,127.9201
타토아의원,"강원특별자치도 원주시 서원대로 408, 3층 (단구동)",일반병원,의원,37.3299803953294,127.950079338744
탑정형외과의원,"강원특별자치도 원주시 봉화로 31, 시재메디타워 (단계동)",⭐ 1등급 우수병원,의원,37.3473408274248,127.928335900473
탑치과의원,"강원특별자치도 원주시 치악로 1786, (개운동)",일반병원,치과의원,37.3418353072137,127.955813515776
태장고려의원,"강원특별자치도 원주시 치악로 2031, (태장동)",⭐ 1등급 우수병원,의원,37.3610995961754,127.960449495671
태장치과의원,"강원특별자치도 원주시 치악로 2200, 1동 1층 (태장동)",일반병원,치과의원,37.3724660100359,127.969071699711
토지한의원,"강원특별자치도 원주시 단구로 397, 1층 (단구동)",일반병원,한의원,37.3213303916928,127.955868624639
톡스앤필의원 원주점,"강원특별자치도 원주시 서원대로 162, 3층 302호 (단계동)",⭐ 1등급 우수병원,의원,37.3438737236932,127.929353676212
통탈의원,"강원특별자치도 원주시 혁신로 37-2, 중앙타워 4층 (반곡동)",일반병원,의원,37.3238032027813,127.978995708417
튼튼치과의원,"강원특별자치도 원주시 단구로 412, 2층 (단구동, 세경상가)",일반병원,치과의원,37.3228087706818,127.9525482355
파인땡큐앤드유외과의원,"강원특별자치도 원주시 시청로 98, 4층 (무실동)",⭐ 1등급 우수병원,의원,37.3359528201159,127.928750890632
판대보건진료소,"강원특별자치도 원주시 지정면 장지길 2, 2",일반병원,보건진료소,37.3422,127.9201
판부면보건지소,"강원특별자치도 원주시 치악로 1501, (관설동)",일반병원,보건지소,37.3182804300107,127.966702079803
편안한마취통증의학과의원,"강원특별자치도 원주시 남원로 671, 4층 (명륜동)",⭐ 1등급 우수병원,의원,37.3424313657953,127.954446009061
편하지의원,"강원특별자치도 원주시 시청로 25, 태성프라자 602~603호 (무실동)",일반병원,의원,37.3404359616513,127.923059078019
평강한의원,"강원특별자치도 원주시 원일로115번길 5, 2층 (일산동)",일반병원,한의원,37.3495693837124,127.948008015725
푸른솔의원,"강원특별자치도 원주시 천사로 50, 2층 (단계동)",⭐ 1등급 우수병원,의원,37.3475649609562,127.930977135445
프렌즈치과의원,"강원특별자치도 원주시 북원로 2701, (가현동)",일반병원,치과의원,37.3846678444195,127.947335540002
플러스한의원,"강원특별자치도 원주시 남원로 643-1, 1층 (명륜동)",일반병원,한의원,37.3405117415651,127.952753287476
피어라의원,"강원특별자치도 원주시 지정면 신지정로 172, 현대프라자 3층",일반병원,의원,37.3744203527752,127.877679014698
하나내과의원,"강원특별자치도 원주시 치악로 1527, 판부농협하나로마트 2층 (관설동)",⭐ 1등급 우수병원,의원,37.3201689088321,127.964838530184
하나로치과의원,"강원특별자치도 원주시 치악로 1527, 2층 (관설동, 판부하나로마트)",일반병원,치과의원,37.3201689088321,127.964838530184
하나치과의원,"강원특별자치도 원주시 무실로 164, (단계동)",일반병원,치과의원,37.34166695204,127.940395716476
하나한의원,"강원특별자치도 원주시 치악로 1965, 2층 (태장동)",일반병원,한의원,37.3564737237383,127.956200143228
하늘빛 정신건강의학과 의원,"강원특별자치도 원주시 능라동길 61, 5층 (무실동, 정한타워)",일반병원,의원,37.3341493273774,127.931233204873
하늘치과의원,"강원특별자치도 원주시 능라동길 7, 403호 (무실동)",일반병원,치과의원,37.3318124816039,127.92640319762
하니유외과의원,"강원특별자치도 원주시 영랑길 14-2, 청연재 빌딩 3층 (행구동)",⭐ 1등급 우수병원,의원,37.3409743912269,127.971707411453
하얀이치과의원,"강원특별자치도 원주시 능라동길 3, (무실동)",일반병원,치과의원,37.3315842149544,127.926178565285
하이맨비뇨기과의원,"강원특별자치도 원주시 봉화로 12, (단계동)",⭐ 1등급 우수병원,의원,37.3456049368642,127.928649364625
학곡보건진료소,"강원특별자치도 원주시 소초면 구룡사로 5, 5",일반병원,보건진료소,37.3422,127.9201
학교법인상지학원부설상지푸른의원,"강원특별자치도 원주시 상지대길 80, 상지대학교부속상지한방병원 (우산동)",⭐ 1등급 우수병원,의원,37.3704896908214,127.934248932282
한국한센복지협회강원도지부부설복지의원,"강원특별자치도 원주시 원일로 155, (일산동)",⭐ 1등급 우수병원,의원,37.3523490087747,127.946471345121
한빛소아청소년과의원,"강원특별자치도 원주시 태장둔치길 41-1, (태장동)",⭐ 1등급 우수병원,의원,37.3840126216256,127.95200531523
한빛이비인후과의원,"강원특별자치도 원주시 시청로 36, (무실동)",⭐ 1등급 우수병원,의원,37.3392010640529,127.923634702847
한빛치과의원,"강원특별자치도 원주시 서원대로 396, 3층 (단구동, 스타월드)",일반병원,치과의원,37.3307257685245,127.948903433255
한사랑치과의원,"강원특별자치도 원주시 판부면 남원로 401, 3층",일반병원,치과의원,37.3218781263121,127.939453768001
한양정태열의원,"강원특별자치도 원주시 태장둔치길 55, 3층 (태장동)",⭐ 1등급 우수병원,의원,37.3839794202012,127.953565212627
한초당한의원,"강원특별자치도 원주시 평원로 61, (중앙동)",일반병원,한의원,37.3510888881855,127.950537281917
함경종정형외과의원,"강원특별자치도 원주시 평원로 52, (평원동)",⭐ 1등급 우수병원,의원,37.3506886649451,127.951501148302
해담한의원,"강원특별자치도 원주시 혁신로 37-3, 301호 (반곡동)",일반병원,한의원,37.3236585795796,127.979378324128
행복한의원,"강원특별자치도 원주시 예술관길 28-1, 1층 (명륜동)",일반병원,한의원,37.3331062932194,127.941641876044
현대요양병원,"강원특별자치도 원주시 치악로1604번길 22,  (단구동)",일반병원,요양병원,37.3262509017321,127.962938822855
현대중앙병원,"강원특별자치도 원주시 상지대길 23, 23",⭐ 1등급 우수병원,병원,37.3422,127.9201
혜명한의원,"강원특별자치도 원주시 원일로 12, (인동)",일반병원,한의원,37.3448413862962,127.954363549181
혜민한의원,"강원특별자치도 원주시 단구로 78, (단계동)",일반병원,한의원,37.3420569002852,127.93961380093
호저면보건지소,"강원특별자치도 원주시 호저면 호저로 429, (호저면)",일반병원,보건지소,37.4106442417815,127.925590682726
홍&권이비인후과의원,"강원특별자치도 원주시 중앙로 105, 2층,3층 (중앙동)",⭐ 1등급 우수병원,의원,37.3494701019448,127.950656478321
홍성국신경정신과의원,"강원특별자치도 원주시 원일로 150-1, (학성동)",일반병원,의원,37.3520627541416,127.947181498033
화성치과의원,"강원특별자치도 원주시 치악로 1845, (인동)",일반병원,치과의원,37.347103895439,127.954428413956
화이트e치과의원,"강원특별자치도 원주시 서원대로 502, 203,204호 (단구동, 골드프라자)",일반병원,치과의원,37.3422,127.9201
화인가정의원,"강원특별자치도 원주시 지정면 신지정로 322-1, 303,304호",⭐ 1등급 우수병원,의원,37.3823882387596,127.873210794528
화평당한의원,"강원특별자치도 원주시 행구로 115, (봉산동)",일반병원,한의원,37.3421454855453,127.968809777653
황둔보건진료소,"강원특별자치도 원주시 신림면 신림황둔로 1213, 1213",일반병원,보건진료소,37.3422,127.9201
황선달치과의원,"강원특별자치도 원주시 원일로 114, (중앙동)",일반병원,치과의원,37.3499877878517,127.94871831418
효성신경외과의원,"강원특별자치도 원주시 서원대로 509, (단구동)",⭐ 1등급 우수병원,의원,37.3250017411371,127.959591681494
효성한의원,"강원특별자치도 원주시 흥업면 사제로 7-4, 1층",일반병원,한의원,37.3027169523511,127.918507859876
흥업면보건지소,"강원특별자치도 원주시 흥업면 울업1길 3, (흥업면)",일반병원,보건지소,37.3026084309618,127.921167582203
흥업성모의원,"강원특별자치도 원주시 흥업면 남원로 76, (흥업면)",⭐ 1등급 우수병원,의원,37.3028317498098,127.920315810659
흥업한의원,"강원특별자치도 원주시 흥업면 남원로 67, (흥업면)",일반병원,한의원,37.3021621038682,127.919460493218
희망정형외과의원,"강원특별자치도 원주시 시청로 84, 4층 (무실동, 애드피아빌딩)",⭐ 1등급 우수병원,의원,37.3363821562604,127.928072254541
희망찬여성의원,"강원특별자치도 원주시 혁신로 39-1, 3, 4층 (반곡동)",일반병원,의원,37.3242351975616,127.979119549795
